state,county,gisjoin,pop_enslaved_1860,pop_total_1860,pop_total_2010,pop_black_2010,pop_white_2010,income_black_2010,income_white_2010,pct_pop_enslaved_1860,had_rosenwald_school,was_confederate
Alabama,Clarke,G0100250,7436,15049,25833,11336,14070,15629,43402,49.4119210578776,1,1
Alabama,Coffee,G0100310,1417,9623,49948,8359,37330,22500,47127,14.7251376909488,1,1
Alabama,Conecuh,G0100350,4882,11311,13228,6149,6788,18626,41560,43.1615241800018,1,1
Alabama,Coosa,G0100370,5212,19273,11539,3582,7648,26520,40646,27.0430135422612,1,1
Alabama,Covington,G0100390,821,6469,37765,4716,32022,19740,37358,12.6912969547071,1,1
Alabama,Dale,G0100450,1809,12197,50251,9679,37236,29269,47440,14.8315159465442,1,1
Alabama,Dallas,G0100470,25760,33625,43820,30423,12769,18784,43973,76.6096654275093,1,1
Alabama,DeKalb,G0100490,848,10705,71109,1078,60087,25585,34990,7.92153199439514,0,1
Alabama,Fayette,G0100570,1703,12850,17241,1969,14910,20321,36482,13.2529182879377,1,1
Alabama,Franklin,G0100590,8495,18627,31704,1228,26320,20833,36250,45.6058409835186,1,1
Alabama,Greene,G0100630,23598,30859,9045,7370,1575,19715,47944,76.4703976149584,1,1
Alabama,Henry,G0100670,4433,14918,17302,4942,11865,24844,44579,29.71577959512,1,1
Alabama,Jackson,G0100710,3405,18283,53227,1781,48348,28602,37026,18.6238582289559,1,1
Alabama,Jefferson,G0100730,2649,11746,658466,276525,349166,31597,56834,22.5523582496169,1,1
Alabama,Lauderdale,G0100770,6737,17420,92709,9257,80112,17327,41228,38.6739380022962,1,1
Alabama,Lawrence,G0100790,6788,13975,34339,3938,26647,33586,40911,48.572450805009,1,1
Alabama,Limestone,G0100830,8085,15306,82782,10429,66506,35254,49590,52.8224225793806,1,1
Alabama,Lowndes,G0100850,19340,27716,11299,8310,2859,21929,50063,69.7791889161495,1,1
Alabama,Macon,G0100870,18176,26802,21452,17729,3319,26161,43438,67.815834639206,1,1
Alabama,Madison,G0100890,14573,26451,334811,80376,228280,35034,63494,55.0943253563192,1,1
Alabama,Marengo,G0100910,24409,31171,21027,10872,9751,20641,48674,78.3067594879856,1,1
Alabama,Marion,G0100930,1283,11182,30776,1184,28791,24121,32642,11.4737971740297,1,1
Alabama,Marshall,G0100950,1821,11472,93019,1494,81464,16824,38155,15.8734309623431,1,1
Alabama,Mobile,G0100970,11376,41131,412992,142992,248647,26966,49592,27.6579708735504,1,1
Alabama,Monroe,G0100990,8705,15667,23068,9614,12718,19419,43760,55.5626476032425,1,1
Alabama,Montgomery,G0101010,23710,35904,229363,125477,90656,32701,61005,66.0372103386809,1,1
Alabama,Morgan,G0101030,3706,11335,119490,14185,95404,24523,47665,32.6951918835465,1,1
Alabama,Perry,G0101050,18206,27724,10591,7276,3204,19151,37409,65.6687346703217,1,1
Alabama,Pickens,G0101070,12191,22316,19746,8211,11110,15484,41373,54.6289657644739,1,1
Alabama,Pike,G0101090,8785,24435,32899,12054,19144,20264,39406,35.9525271127481,1,1
Alabama,Randolph,G0101110,1904,20059,22913,4607,17532,24988,38678,9.49199860411785,1,1
Alabama,Russell,G0101130,15638,26592,52947,22135,28449,25183,37768,58.8071600481348,1,1
Alabama,Shelby,G0101170,3622,12618,195085,20732,161943,49339,71373,28.7050245680774,1,1
Alabama,St. Clair,G0101150,1768,11013,83593,7150,73741,35924,50691,16.0537546535912,0,1
Alabama,Sumter,G0101190,18091,24035,13763,10316,3326,19289,41183,75.2693987934263,1,1
Alabama,Talladega,G0101210,8865,23520,82291,26055,53739,26303,42430,37.6913265306122,1,1
Alabama,Tallapoosa,G0101230,6672,23827,41616,11083,29087,21907,43533,28.0018466445629,1,1
Alabama,Tuscaloosa,G0101250,10145,23200,194656,57611,129004,29057,49305,43.7284482758621,1,1
Alabama,Walker,G0101270,519,7980,67023,3928,61146,20436,38899,6.50375939849624,1,1
Alabama,Washington,G0101290,2494,4669,17581,4380,11508,20967,50235,53.416149068323,1,1
Alabama,Wilcox,G0101310,17797,24618,11670,8465,3126,17266,46436,72.2926314079129,1,1
Alabama,Winston,G0101330,122,3576,24484,115,23409,2499,34266,3.41163310961969,0,1
Arkansas,Arkansas,G0500010,4921,8844,19019,4661,13659,20577,44011,55.6422433288105,1,1
Arkansas,Ashley,G0500030,3761,8590,21853,5640,15143,19891,43331,43.7834691501746,1,1
Arkansas,Benton,G0500070,384,9306,221339,2814,182817,32692,51587,4.12637008381689,0,1
Arkansas,Bradley,G0500110,2690,8388,11508,3173,6934,21638,40340,32.06962327134,1,1
Arkansas,Calhoun,G0500130,981,4103,5368,1192,4001,23138,36622,23.9093346331952,1,1
Arkansas,Carroll,G0500150,330,9383,27446,103,24593,19063,34734,3.51699882766706,0,1
Arkansas,Chicot,G0500170,7512,9234,11800,6381,4864,16363,34784,81.3515269655621,1,1
Arkansas,Clark,G0500190,2214,9735,22995,5413,16518,22132,36769,22.7426810477658,1,1
Arkansas,Columbia,G0500270,3599,12449,24552,9059,14696,20246,47376,28.9099526066351,1,1
Arkansas,Conway,G0500290,802,6697,21273,2385,17917,26310,35380,11.9755114230252,1,1
Arkansas,Craighead,G0500310,87,3066,96443,12640,78323,21647,42983,2.83757338551859,1,1
Arkansas,Crawford,G0500330,858,7850,61948,725,55194,45260,40781,10.9299363057325,0,1
Arkansas,Crittenden,G0500350,2347,4920,50902,26051,23446,23755,51459,47.7032520325203,1,1
Arkansas,Dallas,G0500390,3494,8283,8116,3400,4476,22233,32047,42.1827840154533,1,1
Arkansas,Desha,G0500410,3784,6459,13008,6216,6230,20320,42808,58.5849202662951,1,1
Arkansas,Drew,G0500430,3497,9078,18509,5144,12739,22594,39102,38.5217008151575,1,1
Arkansas,Franklin,G0500470,962,7298,18125,130,17221,7054,32877,13.181693614689,1,1
Arkansas,Greene,G0500550,189,5843,42090,233,40578,8086,38601,3.23463973985966,0,1
Arkansas,Hempstead,G0500570,5398,13989,22609,6646,13431,23659,40250,38.5874615769533,1,1
Arkansas,Hot Spring,G0500590,613,5635,32923,3568,28179,28980,38254,10.8784383318545,1,1
Arkansas,Independence,G0500630,1337,14307,36647,722,33688,27330,34807,9.34507583700287,0,1
Arkansas,Izard,G0500650,382,7215,13696,175,13118,93342,31654,5.2945252945253,0,1
Arkansas,Jackson,G0500670,2535,10493,17997,3000,14363,18676,31667,24.1589631182693,1,1
Arkansas,Jefferson,G0500690,7146,14971,77435,42639,32507,27282,48882,47.7322824126645,1,1
Arkansas,Johnson,G0500710,973,7612,25540,364,22280,14846,30759,12.7824487651077,0,1
Arkansas,Lafayette,G0500730,4311,8464,7645,2845,4642,19432,34667,50.9333648393195,1,1
Arkansas,Mississippi,G0500930,1461,3895,46480,15817,28653,21997,41213,37.5096277278562,1,1
Arkansas,Monroe,G0500950,2226,5657,8149,3330,4584,21932,36711,39.3494785221849,1,1
Arkansas,Ouachita,G0501030,4478,12936,26120,10468,14883,23661,38395,34.6165739022882,1,1
Arkansas,Perry,G0501050,303,2465,10445,196,9939,98281,43281,12.2920892494929,1,1
Arkansas,Phillips,G0501070,8941,14877,21757,13719,7618,22043,42618,60.0994824225314,1,1
Arkansas,Pike,G0501090,227,4025,11291,330,10163,29432,34538,5.63975155279503,1,1
Arkansas,Poinsett,G0501110,1086,3621,24583,1775,22089,15962,33660,29.9917149958575,0,1
Arkansas,Polk,G0501130,172,4262,20662,65,19144,33452,32641,4.03566400750821,0,1
Arkansas,Pope,G0501150,978,7883,61754,1784,55273,36926,40295,12.406444247114,1,1
Arkansas,Prairie,G0501170,2839,8854,8715,1064,7529,21406,37004,32.0646035690084,1,1
Arkansas,Pulaski,G0501190,3505,11699,382748,133858,220051,30835,54682,29.9598256261219,1,1
Arkansas,Randolph,G0501210,359,6261,17969,128,17339,25100,31275,5.73390832135442,0,1
Arkansas,Saline,G0501250,749,6640,107118,4994,96978,35515,51653,11.2801204819277,0,1
Arkansas,Sebastian,G0501310,680,9238,125744,8019,96344,26798,41270,7.36090062784153,0,1
Arkansas,Sevier,G0501330,3366,10516,17058,734,11949,24345,38878,32.0083682008368,1,1
Arkansas,St. Francis,G0501230,2621,8672,28258,14667,12502,22794,35099,30.2237084870849,0,1
Arkansas,Union,G0501390,6331,12288,41639,13721,26276,19720,47625,51.5218098958333,1,1
Arkansas,Washington,G0501430,1493,14673,203065,6006,162253,35478,43645,10.175151639065,0,1
Arkansas,White,G0501450,1432,8316,77076,3074,70425,26706,40385,17.2198172198172,1,1
Arkansas,Yell,G0501490,998,6333,22185,307,19226,37941,36778,15.758724143376,0,1
Delaware,Kent,G1000010,203,27804,162310,38913,109999,42126,56081,0.730110775427996,0,0
Delaware,New Castle,G1000030,254,54797,538479,127786,352955,44546,68669,0.463529025311605,0,0
Delaware,Sussex,G1000050,1341,29615,197145,25115,155663,33916,53588,4.52811075468513,0,0
Florida,Alachua,G1200010,4457,8232,247336,50282,172156,27216,45099,54.142371234208,1,1
Florida,Brevard,G1200090,21,246,543376,54799,450927,35800,50901,8.53658536585366,1,1
Florida,Calhoun,G1200130,524,1446,14625,2011,11818,22969,35452,36.237897648686,0,1
